event_id,case_id,account_id,session_id,content_id,target_id,timestamp,event_type,channel,model_surface,action,raw_risk_score,pattern_id,ground_truth_case_label
EVT-0001230,C-005,A-0068,S-00236,CT-000802,TGT-009,2026-07-09T19:32:00+00:00,message,chat,chat,viewed,0.637,P07,Mixed - True Positive plus Benign Speech
EVT-0001231,C-005,A-0056,S-00198,CT-000803,TGT-008,2026-07-09T20:18:31+00:00,post,chat,chat,viewed,0.631,,Mixed - True Positive plus Benign Speech
EVT-0001232,C-005,A-0062,S-00213,,,2026-07-13T05:42:00+00:00,migration_signal,reporting,api,submitted,0.492,,Mixed - True Positive plus Benign Speech
EVT-0001233,C-005,A-0068,S-00237,CT-000804,TGT-009,2026-07-10T14:40:00+00:00,post,reporting,chat,updated,0.539,P03,Mixed - True Positive plus Benign Speech
EVT-0001234,C-005,A-0050,S-00175,CT-000805,TGT-009,2026-07-09T20:55:45+00:00,message,chat,chat,created,0.569,P11,Mixed - True Positive plus Benign Speech
EVT-0001235,C-005,A-0054,S-00188,,TGT-008,2026-07-09T18:41:07+00:00,search,system,chat,created,0.335,P02,Mixed - True Positive plus Benign Speech
EVT-0001236,C-005,A-0064,S-00220,CT-000806,TGT-008,2026-07-09T19:42:27+00:00,post,reporting,account_layer,viewed,0.396,P10,Mixed - True Positive plus Benign Speech
EVT-0001237,C-005,A-0062,S-00213,CT-000807,TGT-009,2026-07-12T01:34:00+00:00,report,search,chat,created,0.681,P07,Mixed - True Positive plus Benign Speech
EVT-0001238,C-005,A-0056,S-00196,CT-000808,TGT-008,2026-07-09T20:44:03+00:00,post,account,moderation_queue,submitted,0.408,,Mixed - True Positive plus Benign Speech
EVT-0001239,C-005,A-0060,S-00207,CT-000809,TGT-008,2026-07-09T20:32:21+00:00,post,search,api,updated,0.591,,Mixed - True Positive plus Benign Speech
EVT-0001240,C-005,A-0069,S-00240,,,2026-07-12T22:24:00+00:00,login,system,account_layer,shared,0.636,P10,Mixed - True Positive plus Benign Speech
EVT-0001241,C-005,A-0071,S-00246,CT-000810,TGT-008,2026-07-10T09:03:00+00:00,post,reporting,api,submitted,0.61,P03,Mixed - True Positive plus Benign Speech
EVT-0001242,C-005,A-0059,S-00203,CT-000811,TGT-008,2026-07-12T13:48:00+00:00,post,account,chat,viewed,0.593,P03,Mixed - True Positive plus Benign Speech
EVT-0001243,C-005,A-0061,S-00209,,,2026-07-09T20:40:41+00:00,profile_update,system,moderation_queue,viewed,0.433,,Mixed - True Positive plus Benign Speech
EVT-0001244,C-005,A-0054,S-00189,,,2026-07-09T20:06:33+00:00,profile_update,chat,api,created,0.624,P07,Mixed - True Positive plus Benign Speech
EVT-0001245,C-005,A-0056,S-00195,CT-000812,TGT-008,2026-07-09T20:53:58+00:00,message,chat,chat,updated,0.621,P07,Mixed - True Positive plus Benign Speech
EVT-0001246,C-005,A-0059,S-00203,CT-000813,TGT-009,2026-07-11T11:05:00+00:00,message,system,api,updated,0.747,P11,Mixed - True Positive plus Benign Speech
EVT-0001247,C-005,A-0048,S-00169,CT-000814,TGT-009,2026-07-09T20:12:18+00:00,post,reporting,chat,shared,0.548,,Mixed - True Positive plus Benign Speech
EVT-0001248,C-005,A-0060,S-00205,CT-000815,TGT-009,2026-07-09T18:56:57+00:00,post,chat,api,updated,0.462,P10,Mixed - True Positive plus Benign Speech
EVT-0001249,C-005,A-0063,S-00217,,TGT-009,2026-07-09T21:05:42+00:00,profile_update,chat,chat,created,0.604,P02,Mixed - True Positive plus Benign Speech
EVT-0001250,C-005,A-0066,S-00227,CT-000816,TGT-009,2026-07-10T21:21:00+00:00,message,reporting,account_layer,shared,0.166,P10,Mixed - True Positive plus Benign Speech
EVT-0001251,C-005,A-0048,S-00168,CT-000817,TGT-008,2026-07-09T18:55:47+00:00,post,system,chat,created,0.678,,Mixed - True Positive plus Benign Speech
EVT-0001252,C-005,A-0053,S-00186,CT-000818,TGT-009,2026-07-09T18:56:26+00:00,post,chat,chat,viewed,0.584,P07,Mixed - True Positive plus Benign Speech
EVT-0001253,C-005,A-0059,S-00203,CT-000819,TGT-009,2026-07-09T18:55:54+00:00,report,chat,chat,submitted,0.554,P11,Mixed - True Positive plus Benign Speech
EVT-0001254,C-005,A-0054,S-00188,CT-000820,TGT-009,2026-07-11T16:45:00+00:00,post,chat,account_layer,shared,0.532,P07,Mixed - True Positive plus Benign Speech
EVT-0001255,C-005,A-0063,S-00217,CT-000821,TGT-009,2026-07-11T16:56:00+00:00,message,account,api,updated,0.706,,Mixed - True Positive plus Benign Speech
EVT-0001256,C-005,A-0051,S-00177,,,2026-07-11T15:09:00+00:00,migration_signal,account,chat,created,0.575,,Mixed - True Positive plus Benign Speech
EVT-0001257,C-005,A-0063,S-00215,,TGT-009,2026-07-09T21:04:44+00:00,search,reporting,chat,submitted,0.409,P03,Mixed - True Positive plus Benign Speech
EVT-0001258,C-005,A-0048,S-00169,CT-000822,TGT-008,2026-07-09T20:59:00+00:00,post,account,account_layer,created,0.667,,Mixed - True Positive plus Benign Speech
EVT-0001259,C-005,A-0049,S-00172,CT-000823,TGT-008,2026-07-13T00:50:00+00:00,report,system,chat,submitted,0.655,P03,Mixed - True Positive plus Benign Speech
EVT-0001260,C-005,A-0058,S-00201,CT-000824,TGT-008,2026-07-10T19:11:00+00:00,post,account,chat,viewed,0.419,P02,Mixed - True Positive plus Benign Speech
EVT-0001261,C-005,A-0064,S-00218,CT-000825,TGT-009,2026-07-09T20:04:15+00:00,post,account,api,created,0.502,P03,Mixed - True Positive plus Benign Speech
EVT-0001262,C-005,A-0053,S-00186,CT-000826,TGT-008,2026-07-09T19:57:24+00:00,post,chat,chat,submitted,0.696,P03,Mixed - True Positive plus Benign Speech
EVT-0001263,C-005,A-0065,S-00224,CT-000827,TGT-009,2026-07-09T20:28:10+00:00,post,system,account_layer,shared,0.616,,Mixed - True Positive plus Benign Speech
EVT-0001264,C-005,A-0052,S-00184,,TGT-009,2026-07-12T00:44:00+00:00,login,search,api,updated,0.708,P10,Mixed - True Positive plus Benign Speech
EVT-0001265,C-005,A-0071,S-00244,,TGT-009,2026-07-11T18:33:00+00:00,login,chat,account_layer,submitted,0.509,P02,Mixed - True Positive plus Benign Speech
EVT-0001266,C-005,A-0054,S-00189,,,2026-07-09T21:10:12+00:00,profile_update,chat,api,viewed,0.681,P10,Mixed - True Positive plus Benign Speech
EVT-0001267,C-005,A-0067,S-00231,CT-000828,TGT-009,2026-07-09T20:37:44+00:00,message,account,chat,updated,0.678,P11,Mixed - True Positive plus Benign Speech
EVT-0001268,C-005,A-0069,S-00240,CT-000829,TGT-009,2026-07-09T20:53:44+00:00,post,chat,moderation_queue,submitted,0.285,P10,Mixed - True Positive plus Benign Speech
EVT-0001269,C-005,A-0058,S-00202,,TGT-009,2026-07-09T21:12:47+00:00,search,account,api,viewed,0.429,P11,Mixed - True Positive plus Benign Speech
EVT-0001270,C-005,A-0068,S-00235,CT-000830,TGT-009,2026-07-09T19:49:58+00:00,post,reporting,api,submitted,0.446,P03,Mixed - True Positive plus Benign Speech
EVT-0001271,C-005,A-0054,S-00188,CT-000831,TGT-009,2026-07-09T21:30:15+00:00,message,system,moderation_queue,updated,0.747,P11,Mixed - True Positive plus Benign Speech
EVT-0001272,C-005,A-0066,S-00226,,,2026-07-13T04:42:00+00:00,login,system,moderation_queue,submitted,0.416,,Mixed - True Positive plus Benign Speech
EVT-0001273,C-005,A-0059,S-00203,CT-000832,TGT-008,2026-07-09T21:03:48+00:00,message,system,api,submitted,0.438,,Mixed - True Positive plus Benign Speech
EVT-0001274,C-005,A-0054,S-00189,CT-000833,TGT-009,2026-07-09T20:49:26+00:00,post,account,moderation_queue,created,0.772,P07,Mixed - True Positive plus Benign Speech
EVT-0001275,C-005,A-0060,S-00206,CT-000834,TGT-008,2026-07-11T05:41:00+00:00,message,reporting,account_layer,updated,0.15,P10,Mixed - True Positive plus Benign Speech
EVT-0001276,C-005,A-0061,S-00210,,TGT-008,2026-07-09T20:19:21+00:00,login,reporting,account_layer,submitted,0.502,P07,Mixed - True Positive plus Benign Speech
EVT-0001277,C-005,A-0060,S-00206,CT-000835,TGT-009,2026-07-12T02:55:00+00:00,message,search,account_layer,created,0.552,P07,Mixed - True Positive plus Benign Speech
EVT-0001278,C-005,A-0065,S-00222,CT-000836,TGT-009,2026-07-09T19:58:23+00:00,message,search,moderation_queue,viewed,0.744,P02,Mixed - True Positive plus Benign Speech
EVT-0001279,C-005,A-0057,S-00200,CT-000837,TGT-009,2026-07-11T19:42:00+00:00,message,system,moderation_queue,updated,0.645,P02,Mixed - True Positive plus Benign Speech
EVT-0001280,C-005,A-0056,S-00198,CT-000838,TGT-009,2026-07-09T19:51:04+00:00,post,search,moderation_queue,created,0.543,P02,Mixed - True Positive plus Benign Speech
EVT-0001281,C-005,A-0058,S-00201,,,2026-07-13T02:28:00+00:00,migration_signal,account,moderation_queue,viewed,0.366,P07,Mixed - True Positive plus Benign Speech
EVT-0001282,C-005,A-0057,S-00199,,TGT-008,2026-07-09T19:48:30+00:00,login,search,api,created,0.526,,Mixed - True Positive plus Benign Speech
EVT-0001283,C-005,A-0069,S-00240,CT-000839,TGT-009,2026-07-10T21:25:00+00:00,post,search,moderation_queue,updated,0.604,,Mixed - True Positive plus Benign Speech
EVT-0001284,C-005,A-0069,S-00240,CT-000840,TGT-009,2026-07-09T20:36:44+00:00,report,chat,api,created,0.585,P03,Mixed - True Positive plus Benign Speech
EVT-0001285,C-005,A-0057,S-00200,CT-000841,TGT-009,2026-07-10T08:07:00+00:00,post,chat,chat,created,0.655,P03,Mixed - True Positive plus Benign Speech
EVT-0001286,C-005,A-0056,S-00197,CT-000842,TGT-009,2026-07-11T20:45:00+00:00,post,reporting,api,shared,0.45,P02,Mixed - True Positive plus Benign Speech
EVT-0001287,C-005,A-0065,S-00222,,TGT-008,2026-07-09T21:10:00+00:00,migration_signal,search,moderation_queue,shared,0.593,P02,Mixed - True Positive plus Benign Speech
EVT-0001288,C-005,A-0068,S-00237,CT-000843,TGT-008,2026-07-09T19:14:04+00:00,message,system,moderation_queue,created,0.866,P07,Mixed - True Positive plus Benign Speech
EVT-0001289,C-005,A-0056,S-00196,CT-000844,TGT-008,2026-07-09T19:34:35+00:00,post,chat,chat,submitted,0.467,,Mixed - True Positive plus Benign Speech
EVT-0001290,C-005,A-0059,S-00204,CT-000845,TGT-009,2026-07-13T03:29:00+00:00,post,system,api,updated,0.219,P10,Mixed - True Positive plus Benign Speech
EVT-0001291,C-005,A-0061,S-00210,,TGT-009,2026-07-09T20:19:23+00:00,search,search,moderation_queue,updated,0.414,P07,Mixed - True Positive plus Benign Speech
EVT-0001292,C-005,A-0055,S-00194,,TGT-008,2026-07-09T18:35:50+00:00,search,account,api,shared,0.541,P03,Mixed - True Positive plus Benign Speech
EVT-0001293,C-005,A-0066,S-00227,CT-000846,TGT-009,2026-07-09T23:28:00+00:00,post,account,chat,submitted,0.573,,Mixed - True Positive plus Benign Speech
EVT-0001294,C-005,A-0053,S-00185,,TGT-008,2026-07-12T12:58:00+00:00,search,chat,api,updated,0.71,P02,Mixed - True Positive plus Benign Speech
EVT-0001295,C-005,A-0066,S-00227,,TGT-008,2026-07-10T04:00:00+00:00,search,chat,moderation_queue,updated,0.574,P10,Mixed - True Positive plus Benign Speech
EVT-0001296,C-005,A-0063,S-00215,,,2026-07-09T18:41:20+00:00,login,system,account_layer,submitted,0.7,P03,Mixed - True Positive plus Benign Speech
EVT-0001297,C-005,A-0065,S-00224,CT-000847,TGT-009,2026-07-09T21:21:54+00:00,post,account,moderation_queue,created,0.848,P07,Mixed - True Positive plus Benign Speech
EVT-0001298,C-005,A-0065,S-00224,CT-000848,TGT-008,2026-07-09T12:26:00+00:00,post,account,account_layer,viewed,0.47,P10,Mixed - True Positive plus Benign Speech
EVT-0001299,C-005,A-0057,S-00200,CT-000849,TGT-009,2026-07-10T13:50:00+00:00,post,system,chat,created,0.472,,Mixed - True Positive plus Benign Speech
EVT-0001300,C-005,A-0058,S-00201,CT-000850,TGT-008,2026-07-09T18:43:57+00:00,post,reporting,api,shared,0.451,P03,Mixed - True Positive plus Benign Speech
EVT-0001301,C-005,A-0062,S-00211,CT-000851,TGT-008,2026-07-12T23:33:00+00:00,post,search,chat,created,0.651,,Mixed - True Positive plus Benign Speech
EVT-0001302,C-005,A-0063,S-00214,CT-000852,TGT-009,2026-07-10T03:57:00+00:00,post,search,chat,updated,0.583,P11,Mixed - True Positive plus Benign Speech
EVT-0001303,C-005,A-0070,S-00242,CT-000853,TGT-008,2026-07-09T19:51:10+00:00,message,reporting,chat,shared,0.454,,Mixed - True Positive plus Benign Speech
EVT-0001304,C-005,A-0050,S-00173,CT-000854,TGT-008,2026-07-13T06:56:00+00:00,post,reporting,moderation_queue,updated,0.516,P02,Mixed - True Positive plus Benign Speech
EVT-0001305,C-005,A-0063,S-00216,,TGT-009,2026-07-12T23:01:00+00:00,search,search,api,viewed,0.352,,Mixed - True Positive plus Benign Speech
EVT-0001306,C-005,A-0051,S-00178,CT-000855,TGT-008,2026-07-09T20:55:40+00:00,post,chat,api,shared,0.68,,Mixed - True Positive plus Benign Speech
EVT-0001307,C-005,A-0054,S-00188,CT-000856,TGT-009,2026-07-10T09:27:00+00:00,message,chat,account_layer,submitted,0.543,P03,Mixed - True Positive plus Benign Speech
EVT-0001308,C-005,A-0067,S-00231,CT-000857,TGT-008,2026-07-09T23:19:00+00:00,post,account,moderation_queue,viewed,0.432,,Mixed - True Positive plus Benign Speech
EVT-0001309,C-005,A-0062,S-00211,,TGT-008,2026-07-09T19:50:10+00:00,profile_update,account,moderation_queue,shared,0.708,P02,Mixed - True Positive plus Benign Speech
EVT-0001310,C-005,A-0055,S-00194,,,2026-07-09T20:33:04+00:00,login,account,api,updated,0.71,P07,Mixed - True Positive plus Benign Speech
EVT-0001311,C-005,A-0070,S-00242,CT-000858,TGT-008,2026-07-09T19:42:24+00:00,post,reporting,chat,viewed,0.709,P07,Mixed - True Positive plus Benign Speech
EVT-0001312,C-005,A-0048,S-00169,CT-000859,TGT-008,2026-07-11T05:59:00+00:00,report,account,moderation_queue,shared,0.37,P10,Mixed - True Positive plus Benign Speech
EVT-0001313,C-005,A-0053,S-00186,CT-000860,TGT-008,2026-07-12T17:49:00+00:00,report,reporting,chat,shared,0.64,P11,Mixed - True Positive plus Benign Speech
EVT-0001314,C-005,A-0067,S-00230,,,2026-07-09T19:37:39+00:00,login,system,chat,submitted,0.475,,Mixed - True Positive plus Benign Speech
EVT-0001315,C-005,A-0061,S-00208,,,2026-07-10T05:27:00+00:00,login,search,account_layer,submitted,0.402,P10,Mixed - True Positive plus Benign Speech
EVT-0001316,C-005,A-0063,S-00216,CT-000861,TGT-009,2026-07-10T10:27:00+00:00,post,reporting,chat,created,0.327,P10,Mixed - True Positive plus Benign Speech
EVT-0001317,C-005,A-0067,S-00232,CT-000862,TGT-008,2026-07-11T04:49:00+00:00,post,chat,moderation_queue,submitted,0.43,P03,Mixed - True Positive plus Benign Speech
EVT-0001318,C-005,A-0059,S-00204,CT-000863,TGT-009,2026-07-09T15:23:00+00:00,post,reporting,chat,viewed,0.459,P10,Mixed - True Positive plus Benign Speech
EVT-0001319,C-005,A-0055,S-00190,CT-000864,TGT-009,2026-07-11T11:23:00+00:00,report,search,moderation_queue,updated,0.522,P03,Mixed - True Positive plus Benign Speech
EVT-0001320,C-005,A-0066,S-00229,CT-000865,TGT-008,2026-07-09T19:01:58+00:00,report,search,api,shared,0.475,P10,Mixed - True Positive plus Benign Speech
EVT-0001321,C-005,A-0051,S-00181,CT-000866,TGT-009,2026-07-12T21:47:00+00:00,post,account,moderation_queue,updated,0.218,P10,Mixed - True Positive plus Benign Speech
EVT-0001322,C-005,A-0053,S-00185,CT-000867,TGT-009,2026-07-11T14:39:00+00:00,post,search,moderation_queue,updated,0.473,,Mixed - True Positive plus Benign Speech
EVT-0001323,C-005,A-0057,S-00200,,,2026-07-10T05:39:00+00:00,login,system,api,viewed,0.64,,Mixed - True Positive plus Benign Speech
EVT-0001324,C-005,A-0052,S-00182,CT-000868,TGT-008,2026-07-09T21:15:57+00:00,message,system,chat,created,0.48,P03,Mixed - True Positive plus Benign Speech
EVT-0001325,C-005,A-0049,S-00172,CT-000869,TGT-009,2026-07-09T19:27:43+00:00,post,reporting,account_layer,submitted,0.589,P07,Mixed - True Positive plus Benign Speech
EVT-0001326,C-005,A-0068,S-00236,,TGT-009,2026-07-09T18:46:18+00:00,login,reporting,api,created,0.667,,Mixed - True Positive plus Benign Speech
EVT-0001327,C-005,A-0068,S-00235,CT-000870,TGT-009,2026-07-09T19:03:38+00:00,report,search,moderation_queue,submitted,0.542,P03,Mixed - True Positive plus Benign Speech
EVT-0001328,C-005,A-0051,S-00179,CT-000871,TGT-008,2026-07-10T04:38:00+00:00,post,account,api,shared,0.542,,Mixed - True Positive plus Benign Speech
EVT-0001329,C-005,A-0051,S-00178,CT-000872,TGT-008,2026-07-09T21:24:25+00:00,post,system,moderation_queue,updated,0.582,P03,Mixed - True Positive plus Benign Speech
EVT-0001330,C-005,A-0051,S-00180,CT-000873,TGT-008,2026-07-09T19:22:32+00:00,message,search,api,shared,0.695,P03,Mixed - True Positive plus Benign Speech
EVT-0001331,C-005,A-0070,S-00243,,,2026-07-09T19:17:42+00:00,login,reporting,account_layer,submitted,0.341,P03,Mixed - True Positive plus Benign Speech
EVT-0001332,C-005,A-0062,S-00211,,,2026-07-09T18:42:59+00:00,login,search,moderation_queue,viewed,0.536,P03,Mixed - True Positive plus Benign Speech
EVT-0001333,C-005,A-0057,S-00199,,TGT-009,2026-07-12T11:28:00+00:00,profile_update,account,api,created,0.546,,Mixed - True Positive plus Benign Speech
EVT-0001334,C-005,A-0067,S-00230,CT-000874,TGT-009,2026-07-09T20:55:18+00:00,report,account,moderation_queue,submitted,0.471,,Mixed - True Positive plus Benign Speech
EVT-0001335,C-005,A-0069,S-00239,CT-000875,TGT-008,2026-07-13T01:23:00+00:00,message,search,moderation_queue,submitted,0.272,P10,Mixed - True Positive plus Benign Speech
EVT-0001336,C-005,A-0062,S-00213,,TGT-008,2026-07-09T21:33:00+00:00,login,system,chat,updated,0.457,P02,Mixed - True Positive plus Benign Speech
EVT-0001337,C-005,A-0068,S-00236,CT-000876,TGT-008,2026-07-09T20:57:46+00:00,message,account,account_layer,created,0.584,P02,Mixed - True Positive plus Benign Speech
EVT-0001338,C-005,A-0059,S-00203,,,2026-07-10T01:15:00+00:00,profile_update,search,chat,updated,0.56,P02,Mixed - True Positive plus Benign Speech
EVT-0001339,C-005,A-0062,S-00211,CT-000877,TGT-009,2026-07-09T18:37:51+00:00,post,account,account_layer,updated,0.627,,Mixed - True Positive plus Benign Speech
EVT-0001340,C-005,A-0053,S-00185,CT-000878,TGT-008,2026-07-09T20:57:02+00:00,message,chat,account_layer,viewed,0.725,,Mixed - True Positive plus Benign Speech
EVT-0001341,C-005,A-0062,S-00213,CT-000879,TGT-009,2026-07-09T20:57:48+00:00,post,search,chat,shared,0.727,,Mixed - True Positive plus Benign Speech
EVT-0001342,C-005,A-0067,S-00234,CT-000880,TGT-009,2026-07-09T21:07:56+00:00,post,reporting,chat,viewed,0.547,,Mixed - True Positive plus Benign Speech
EVT-0001343,C-005,A-0061,S-00210,CT-000881,TGT-009,2026-07-09T21:05:52+00:00,report,system,moderation_queue,shared,0.699,P02,Mixed - True Positive plus Benign Speech
EVT-0001344,C-005,A-0062,S-00211,CT-000882,TGT-009,2026-07-09T21:04:22+00:00,report,chat,account_layer,viewed,0.541,P02,Mixed - True Positive plus Benign Speech
EVT-0001345,C-005,A-0054,S-00189,CT-000883,TGT-009,2026-07-09T18:34:49+00:00,report,chat,api,created,0.404,,Mixed - True Positive plus Benign Speech
EVT-0001346,C-005,A-0049,S-00170,CT-000884,TGT-009,2026-07-10T13:49:00+00:00,post,reporting,chat,submitted,0.577,,Mixed - True Positive plus Benign Speech
EVT-0001347,C-005,A-0062,S-00212,CT-000885,TGT-009,2026-07-09T20:48:03+00:00,report,search,api,shared,0.855,P07,Mixed - True Positive plus Benign Speech
EVT-0001348,C-005,A-0057,S-00199,CT-000886,TGT-009,2026-07-09T20:46:13+00:00,post,chat,moderation_queue,submitted,0.634,,Mixed - True Positive plus Benign Speech
EVT-0001349,C-005,A-0064,S-00219,CT-000887,TGT-008,2026-07-10T17:31:00+00:00,post,reporting,account_layer,submitted,0.409,P11,Mixed - True Positive plus Benign Speech
EVT-0001350,C-005,A-0051,S-00177,CT-000888,TGT-008,2026-07-13T04:09:00+00:00,post,chat,account_layer,created,0.732,P07,Mixed - True Positive plus Benign Speech
EVT-0001351,C-005,A-0059,S-00204,,TGT-009,2026-07-09T17:29:00+00:00,search,account,account_layer,shared,0.476,P02,Mixed - True Positive plus Benign Speech
EVT-0001352,C-005,A-0055,S-00193,CT-000889,TGT-009,2026-07-09T21:00:51+00:00,post,account,api,updated,0.409,,Mixed - True Positive plus Benign Speech
EVT-0001353,C-005,A-0070,S-00242,,,2026-07-09T21:23:14+00:00,login,chat,api,created,0.72,P10,Mixed - True Positive plus Benign Speech
EVT-0001354,C-005,A-0056,S-00198,,TGT-009,2026-07-09T19:05:02+00:00,search,chat,account_layer,shared,0.513,P11,Mixed - True Positive plus Benign Speech
EVT-0001355,C-005,A-0066,S-00229,,TGT-008,2026-07-12T05:39:00+00:00,login,system,api,updated,0.577,,Mixed - True Positive plus Benign Speech
EVT-0001356,C-005,A-0069,S-00240,CT-000890,TGT-008,2026-07-11T09:40:00+00:00,post,system,chat,created,0.533,,Mixed - True Positive plus Benign Speech
EVT-0001357,C-005,A-0056,S-00195,CT-000891,TGT-008,2026-07-09T19:13:27+00:00,post,account,chat,submitted,0.717,P11,Mixed - True Positive plus Benign Speech
EVT-0001358,C-005,A-0071,S-00245,,TGT-008,2026-07-10T07:34:00+00:00,migration_signal,chat,moderation_queue,updated,0.633,P10,Mixed - True Positive plus Benign Speech
EVT-0001359,C-005,A-0058,S-00202,,TGT-008,2026-07-09T18:53:22+00:00,migration_signal,chat,account_layer,updated,0.504,,Mixed - True Positive plus Benign Speech
EVT-0001360,C-005,A-0066,S-00228,CT-000892,TGT-008,2026-07-09T19:55:00+00:00,post,reporting,api,shared,0.477,,Mixed - True Positive plus Benign Speech
EVT-0001361,C-005,A-0063,S-00216,CT-000893,TGT-009,2026-07-12T07:48:00+00:00,message,account,chat,viewed,0.598,P03,Mixed - True Positive plus Benign Speech
EVT-0001362,C-005,A-0057,S-00199,CT-000894,TGT-009,2026-07-09T20:02:48+00:00,post,reporting,api,shared,0.685,,Mixed - True Positive plus Benign Speech
EVT-0001363,C-005,A-0048,S-00168,CT-000895,TGT-009,2026-07-09T21:20:34+00:00,message,chat,moderation_queue,updated,0.64,P11,Mixed - True Positive plus Benign Speech
EVT-0001364,C-005,A-0063,S-00215,,,2026-07-09T21:46:00+00:00,profile_update,account,moderation_queue,created,0.578,,Mixed - True Positive plus Benign Speech
EVT-0001365,C-005,A-0059,S-00203,CT-000896,TGT-009,2026-07-09T19:14:06+00:00,report,account,account_layer,updated,0.87,P07,Mixed - True Positive plus Benign Speech
EVT-0001366,C-005,A-0065,S-00223,CT-000897,TGT-009,2026-07-13T06:34:00+00:00,post,chat,moderation_queue,created,0.498,P11,Mixed - True Positive plus Benign Speech
EVT-0001367,C-005,A-0056,S-00195,CT-000898,TGT-008,2026-07-09T20:01:27+00:00,report,account,chat,viewed,0.613,P07,Mixed - True Positive plus Benign Speech
EVT-0001368,C-005,A-0069,S-00240,CT-000899,TGT-008,2026-07-10T19:04:00+00:00,report,search,account_layer,shared,0.754,,Mixed - True Positive plus Benign Speech
EVT-0001369,C-005,A-0057,S-00199,,TGT-009,2026-07-09T21:25:01+00:00,search,search,api,viewed,0.48,,Mixed - True Positive plus Benign Speech
EVT-0001370,C-005,A-0059,S-00204,,,2026-07-09T18:51:40+00:00,migration_signal,chat,moderation_queue,submitted,0.455,P11,Mixed - True Positive plus Benign Speech
EVT-0001371,C-005,A-0060,S-00206,CT-000900,TGT-008,2026-07-09T18:43:17+00:00,post,search,chat,updated,0.426,,Mixed - True Positive plus Benign Speech
EVT-0001372,C-005,A-0055,S-00190,,,2026-07-09T21:27:24+00:00,profile_update,system,chat,updated,0.506,P03,Mixed - True Positive plus Benign Speech
EVT-0001373,C-005,A-0048,S-00169,,,2026-07-09T19:12:54+00:00,login,reporting,api,submitted,0.346,,Mixed - True Positive plus Benign Speech
EVT-0001374,C-005,A-0050,S-00175,CT-000901,TGT-008,2026-07-09T16:36:00+00:00,post,account,api,created,0.67,P11,Mixed - True Positive plus Benign Speech
EVT-0001375,C-005,A-0067,S-00233,,TGT-009,2026-07-12T12:45:00+00:00,login,account,api,created,0.487,P11,Mixed - True Positive plus Benign Speech
EVT-0001376,C-005,A-0063,S-00215,,,2026-07-11T09:20:00+00:00,login,reporting,chat,viewed,0.34,P02,Mixed - True Positive plus Benign Speech
EVT-0001377,C-005,A-0061,S-00209,,,2026-07-11T02:50:00+00:00,migration_signal,system,chat,updated,0.564,,Mixed - True Positive plus Benign Speech
EVT-0001378,C-005,A-0070,S-00243,,TGT-008,2026-07-10T17:26:00+00:00,login,account,api,viewed,0.713,P02,Mixed - True Positive plus Benign Speech
EVT-0001379,C-005,A-0055,S-00191,CT-000902,TGT-009,2026-07-11T03:32:00+00:00,post,chat,chat,viewed,0.418,P10,Mixed - True Positive plus Benign Speech
EVT-0001380,C-005,A-0059,S-00204,,TGT-009,2026-07-10T08:33:00+00:00,search,chat,account_layer,shared,0.694,P07,Mixed - True Positive plus Benign Speech
EVT-0001381,C-005,A-0065,S-00225,CT-000903,TGT-009,2026-07-12T09:52:00+00:00,post,search,account_layer,updated,0.602,P11,Mixed - True Positive plus Benign Speech
EVT-0001382,C-005,A-0049,S-00170,,TGT-009,2026-07-09T20:12:10+00:00,login,reporting,chat,shared,0.417,P03,Mixed - True Positive plus Benign Speech
EVT-0001383,C-005,A-0070,S-00242,CT-000904,TGT-008,2026-07-09T19:45:30+00:00,post,chat,moderation_queue,shared,0.422,,Mixed - True Positive plus Benign Speech
EVT-0001384,C-005,A-0056,S-00198,CT-000905,TGT-009,2026-07-09T20:30:55+00:00,report,search,api,updated,0.559,P02,Mixed - True Positive plus Benign Speech
EVT-0001385,C-005,A-0049,S-00170,CT-000906,TGT-009,2026-07-11T06:16:00+00:00,message,chat,api,shared,0.568,,Mixed - True Positive plus Benign Speech
EVT-0001386,C-005,A-0058,S-00201,CT-000907,TGT-009,2026-07-09T18:55:08+00:00,post,system,api,updated,0.613,,Mixed - True Positive plus Benign Speech
EVT-0001387,C-005,A-0056,S-00198,CT-000908,TGT-009,2026-07-09T23:27:00+00:00,post,reporting,moderation_queue,submitted,0.673,P11,Mixed - True Positive plus Benign Speech
EVT-0001388,C-005,A-0062,S-00213,,,2026-07-09T19:08:33+00:00,profile_update,reporting,chat,created,0.409,,Mixed - True Positive plus Benign Speech
EVT-0001389,C-005,A-0064,S-00218,,TGT-009,2026-07-11T15:05:00+00:00,login,reporting,moderation_queue,submitted,0.612,P03,Mixed - True Positive plus Benign Speech
EVT-0001390,C-005,A-0064,S-00218,CT-000909,TGT-009,2026-07-09T22:51:00+00:00,post,system,moderation_queue,submitted,0.535,,Mixed - True Positive plus Benign Speech
EVT-0001391,C-005,A-0053,S-00186,CT-000910,TGT-009,2026-07-09T23:57:00+00:00,post,chat,account_layer,viewed,0.701,P03,Mixed - True Positive plus Benign Speech
EVT-0001392,C-005,A-0049,S-00170,CT-000911,TGT-009,2026-07-09T20:55:14+00:00,message,search,account_layer,viewed,0.303,P10,Mixed - True Positive plus Benign Speech
