session_id,account_id,device_id,ip_cluster_id,login_time,logout_time,geo_region,network_type,user_agent_family
S-00394,A-0116,DEV-X10,IPC-X03,2026-07-18T06:00:00+00:00,2026-07-18T06:15:00+00:00,APAC,public_wifi,mobile_app
S-00395,A-0116,DEV-X10,IPC-X01,2026-07-19T22:04:00+00:00,2026-07-20T01:04:00+00:00,APAC,datacenter,mobile_app
S-00396,A-0117,DEV-029,IPC-X03,2026-07-17T16:32:00+00:00,2026-07-17T17:35:00+00:00,US-West,residential,chrome
S-00397,A-0117,DEV-029,IPC-X02,2026-07-19T18:53:00+00:00,2026-07-19T21:04:00+00:00,US-West,residential,mobile_app
S-00398,A-0117,DEV-029,IPC-X02,2026-07-17T15:32:00+00:00,2026-07-17T17:04:00+00:00,US-West,residential,safari
S-00399,A-0117,DEV-029,IPC-X01,2026-07-20T08:36:00+00:00,2026-07-20T11:12:00+00:00,US-West,mobile,firefox
S-00400,A-0117,DEV-X01,IPC-X02,2026-07-18T15:11:00+00:00,2026-07-18T16:18:00+00:00,US-West,residential,firefox
S-00401,A-0118,DEV-031,IPC-X03,2026-07-19T17:13:00+00:00,2026-07-19T19:28:00+00:00,US-West,mobile,mobile_app
S-00402,A-0118,DEV-X03,IPC-X01,2026-07-18T14:26:00+00:00,2026-07-18T15:10:00+00:00,US-West,public_wifi,firefox
S-00403,A-0118,DEV-031,IPC-X05,2026-07-17T09:43:00+00:00,2026-07-17T11:06:00+00:00,US-West,residential,firefox
S-00404,A-0118,DEV-031,IPC-X04,2026-07-18T21:02:00+00:00,2026-07-18T22:01:00+00:00,US-West,residential,mobile_app
S-00405,A-0119,DEV-033,IPC-X03,2026-07-20T06:35:00+00:00,2026-07-20T08:41:00+00:00,US-Northeast,datacenter,chrome
S-00406,A-0119,DEV-033,IPC-X02,2026-07-19T12:48:00+00:00,2026-07-19T15:02:00+00:00,US-Northeast,public_wifi,firefox
S-00407,A-0120,DEV-029,IPC-X02,2026-07-19T07:08:00+00:00,2026-07-19T08:57:00+00:00,US-Northeast,mobile,firefox
S-00408,A-0120,DEV-029,IPC-X04,2026-07-18T09:39:00+00:00,2026-07-18T11:15:00+00:00,US-Northeast,public_wifi,safari
S-00409,A-0121,DEV-034,IPC-X01,2026-07-18T11:28:00+00:00,2026-07-18T14:06:00+00:00,APAC,residential,safari
S-00410,A-0121,DEV-034,IPC-X01,2026-07-19T14:21:00+00:00,2026-07-19T14:38:00+00:00,APAC,public_wifi,safari
S-00411,A-0122,DEV-034,IPC-X01,2026-07-17T11:32:00+00:00,2026-07-17T13:09:00+00:00,US-Midwest,datacenter,safari
S-00412,A-0122,DEV-034,IPC-X03,2026-07-19T02:09:00+00:00,2026-07-19T03:50:00+00:00,US-Midwest,residential,firefox
S-00413,A-0122,DEV-034,IPC-X04,2026-07-20T03:50:00+00:00,2026-07-20T04:38:00+00:00,US-Midwest,public_wifi,safari
S-00414,A-0123,DEV-032,IPC-X02,2026-07-19T20:36:00+00:00,2026-07-19T22:14:00+00:00,US-West,public_wifi,chrome
S-00415,A-0123,DEV-032,IPC-X04,2026-07-19T02:12:00+00:00,2026-07-19T04:38:00+00:00,US-West,mobile,firefox
S-00416,A-0123,DEV-032,IPC-X01,2026-07-18T18:33:00+00:00,2026-07-18T18:39:00+00:00,US-West,residential,chrome
S-00417,A-0124,DEV-034,IPC-X04,2026-07-18T13:53:00+00:00,2026-07-18T16:27:00+00:00,APAC,residential,safari
S-00418,A-0124,DEV-034,IPC-X04,2026-07-18T08:25:00+00:00,2026-07-18T10:16:00+00:00,APAC,public_wifi,firefox
S-00419,A-0124,DEV-034,IPC-X03,2026-07-19T21:34:00+00:00,2026-07-20T00:32:00+00:00,APAC,public_wifi,safari
S-00420,A-0124,DEV-034,IPC-X05,2026-07-17T15:00:00+00:00,2026-07-17T16:17:00+00:00,APAC,public_wifi,chrome
S-00421,A-0124,DEV-034,IPC-X02,2026-07-18T05:30:00+00:00,2026-07-18T08:06:00+00:00,APAC,public_wifi,mobile_app
S-00422,A-0125,DEV-030,IPC-X05,2026-07-19T20:44:00+00:00,2026-07-19T22:22:00+00:00,US-South,public_wifi,firefox
S-00423,A-0125,DEV-030,IPC-X02,2026-07-19T13:42:00+00:00,2026-07-19T14:15:00+00:00,US-South,public_wifi,safari
S-00424,A-0125,DEV-030,IPC-X05,2026-07-19T10:28:00+00:00,2026-07-19T12:08:00+00:00,US-South,datacenter,mobile_app
S-00425,A-0125,DEV-030,IPC-X03,2026-07-17T18:18:00+00:00,2026-07-17T19:54:00+00:00,US-South,mobile,safari
S-00426,A-0126,DEV-031,IPC-X01,2026-07-20T05:01:00+00:00,2026-07-20T05:41:00+00:00,APAC,datacenter,mobile_app
S-00427,A-0126,DEV-031,IPC-X02,2026-07-18T10:29:00+00:00,2026-07-18T12:10:00+00:00,APAC,datacenter,mobile_app
S-00428,A-0126,DEV-031,IPC-X04,2026-07-19T03:59:00+00:00,2026-07-19T06:17:00+00:00,APAC,residential,mobile_app
S-00429,A-0127,DEV-031,IPC-X03,2026-07-19T19:25:00+00:00,2026-07-19T22:23:00+00:00,APAC,public_wifi,safari
S-00430,A-0127,DEV-031,IPC-X02,2026-07-18T09:29:00+00:00,2026-07-18T09:54:00+00:00,APAC,mobile,firefox
S-00431,A-0128,DEV-030,IPC-X05,2026-07-18T05:43:00+00:00,2026-07-18T06:26:00+00:00,US-Midwest,datacenter,safari
S-00432,A-0128,DEV-030,IPC-X04,2026-07-17T19:18:00+00:00,2026-07-17T20:51:00+00:00,US-Midwest,mobile,chrome
S-00433,A-0128,DEV-030,IPC-X04,2026-07-17T19:23:00+00:00,2026-07-17T20:49:00+00:00,US-Midwest,public_wifi,mobile_app
S-00434,A-0128,DEV-030,IPC-X03,2026-07-20T08:54:00+00:00,2026-07-20T10:21:00+00:00,US-Midwest,residential,mobile_app
S-00435,A-0129,DEV-031,IPC-X01,2026-07-19T17:41:00+00:00,2026-07-19T19:55:00+00:00,US-South,residential,mobile_app
S-00436,A-0129,DEV-031,IPC-X01,2026-07-18T14:17:00+00:00,2026-07-18T16:28:00+00:00,US-South,public_wifi,chrome
S-00437,A-0129,DEV-031,IPC-X04,2026-07-19T16:46:00+00:00,2026-07-19T18:05:00+00:00,US-South,datacenter,chrome
S-00438,A-0130,DEV-034,IPC-X02,2026-07-17T09:12:00+00:00,2026-07-17T11:20:00+00:00,APAC,residential,safari
S-00439,A-0130,DEV-034,IPC-X03,2026-07-18T05:46:00+00:00,2026-07-18T06:24:00+00:00,APAC,public_wifi,chrome
S-00440,A-0130,DEV-034,IPC-X01,2026-07-19T20:48:00+00:00,2026-07-19T23:07:00+00:00,APAC,public_wifi,mobile_app
S-00441,A-0131,DEV-033,IPC-X05,2026-07-20T02:54:00+00:00,2026-07-20T03:21:00+00:00,US-South,datacenter,mobile_app
S-00442,A-0131,DEV-033,IPC-X04,2026-07-18T23:19:00+00:00,2026-07-18T23:41:00+00:00,US-South,public_wifi,mobile_app
S-00443,A-0131,DEV-033,IPC-X02,2026-07-17T16:56:00+00:00,2026-07-17T17:34:00+00:00,US-South,residential,firefox
S-00444,A-0131,DEV-033,IPC-X02,2026-07-19T01:19:00+00:00,2026-07-19T02:23:00+00:00,US-South,residential,chrome
S-00445,A-0131,DEV-033,IPC-X03,2026-07-18T09:09:00+00:00,2026-07-18T10:56:00+00:00,US-South,datacenter,safari
S-00446,A-0132,DEV-034,IPC-X05,2026-07-17T11:12:00+00:00,2026-07-17T13:02:00+00:00,US-Northeast,datacenter,chrome
S-00447,A-0132,DEV-034,IPC-X03,2026-07-17T14:18:00+00:00,2026-07-17T16:01:00+00:00,US-Northeast,datacenter,firefox
S-00448,A-0133,DEV-032,IPC-X03,2026-07-19T09:14:00+00:00,2026-07-19T10:38:00+00:00,APAC,mobile,firefox
S-00449,A-0133,DEV-032,IPC-X04,2026-07-18T04:37:00+00:00,2026-07-18T05:10:00+00:00,APAC,datacenter,chrome
S-00450,A-0133,DEV-032,IPC-X04,2026-07-19T02:06:00+00:00,2026-07-19T03:14:00+00:00,APAC,datacenter,chrome
S-00451,A-0134,DEV-032,IPC-X05,2026-07-19T12:32:00+00:00,2026-07-19T14:02:00+00:00,US-Midwest,residential,safari
S-00452,A-0134,DEV-032,IPC-X05,2026-07-19T04:21:00+00:00,2026-07-19T06:15:00+00:00,US-Midwest,public_wifi,firefox
S-00453,A-0134,DEV-032,IPC-X03,2026-07-20T01:26:00+00:00,2026-07-20T03:47:00+00:00,US-Midwest,datacenter,chrome
S-00454,A-0134,DEV-032,IPC-X01,2026-07-18T21:51:00+00:00,2026-07-19T00:19:00+00:00,US-Midwest,mobile,mobile_app
S-00455,A-0135,DEV-034,IPC-X04,2026-07-19T15:26:00+00:00,2026-07-19T18:02:00+00:00,US-South,datacenter,chrome
S-00456,A-0135,DEV-034,IPC-X01,2026-07-17T08:42:00+00:00,2026-07-17T09:30:00+00:00,US-South,public_wifi,safari
S-00457,A-0135,DEV-034,IPC-X05,2026-07-19T16:24:00+00:00,2026-07-19T16:48:00+00:00,US-South,public_wifi,mobile_app
S-00458,A-0135,DEV-034,IPC-X05,2026-07-18T20:45:00+00:00,2026-07-18T20:51:00+00:00,US-South,residential,firefox
S-00459,A-0136,DEV-030,IPC-X03,2026-07-17T15:36:00+00:00,2026-07-17T15:45:00+00:00,EU-West,datacenter,chrome
S-00460,A-0136,DEV-030,IPC-X04,2026-07-20T00:45:00+00:00,2026-07-20T01:19:00+00:00,EU-West,mobile,mobile_app
S-00461,A-0137,DEV-034,IPC-X05,2026-07-17T21:27:00+00:00,2026-07-17T23:45:00+00:00,US-Northeast,residential,firefox
S-00462,A-0137,DEV-034,IPC-X03,2026-07-20T01:31:00+00:00,2026-07-20T04:09:00+00:00,US-Northeast,datacenter,safari
S-00463,A-0137,DEV-034,IPC-X03,2026-07-18T11:59:00+00:00,2026-07-18T12:51:00+00:00,US-Northeast,public_wifi,mobile_app
S-00464,A-0137,DEV-034,IPC-X02,2026-07-19T21:47:00+00:00,2026-07-19T22:45:00+00:00,US-Northeast,residential,mobile_app
S-00465,A-0137,DEV-034,IPC-X04,2026-07-19T10:59:00+00:00,2026-07-19T12:00:00+00:00,US-Northeast,datacenter,safari
S-00466,A-0138,DEV-034,IPC-X01,2026-07-17T21:12:00+00:00,2026-07-17T22:12:00+00:00,US-West,public_wifi,chrome
S-00467,A-0138,DEV-034,IPC-X04,2026-07-17T19:27:00+00:00,2026-07-17T20:57:00+00:00,US-West,mobile,firefox
S-00468,A-0138,DEV-034,IPC-X05,2026-07-18T01:26:00+00:00,2026-07-18T01:49:00+00:00,US-West,public_wifi,firefox
S-00469,A-0138,DEV-034,IPC-X03,2026-07-19T12:53:00+00:00,2026-07-19T13:26:00+00:00,US-West,public_wifi,mobile_app
S-00470,A-0139,DEV-038,IPC-B01,2026-07-22T07:18:00+00:00,2026-07-22T08:29:00+00:00,US-South,mobile,firefox
S-00471,A-0139,DEV-B01,IPC-B01,2026-07-21T21:13:00+00:00,2026-07-21T23:12:00+00:00,US-South,datacenter,safari
S-00472,A-0139,DEV-038,IPC-B01,2026-07-20T08:45:00+00:00,2026-07-20T10:22:00+00:00,US-South,mobile,firefox
S-00473,A-0139,DEV-038,IPC-B01,2026-07-21T06:38:00+00:00,2026-07-21T08:54:00+00:00,US-South,mobile,safari
S-00474,A-0139,DEV-038,IPC-B01,2026-07-20T23:20:00+00:00,2026-07-21T00:07:00+00:00,US-South,residential,chrome
S-00475,A-0140,DEV-039,IPC-B01,2026-07-19T14:47:00+00:00,2026-07-19T17:20:00+00:00,US-West,mobile,mobile_app
S-00476,A-0140,DEV-B02,IPC-B01,2026-07-22T02:50:00+00:00,2026-07-22T05:03:00+00:00,US-West,public_wifi,safari
S-00477,A-0140,DEV-B02,IPC-B01,2026-07-21T09:06:00+00:00,2026-07-21T10:49:00+00:00,US-West,public_wifi,safari
S-00478,A-0140,DEV-039,IPC-B01,2026-07-20T07:11:00+00:00,2026-07-20T09:26:00+00:00,US-West,mobile,mobile_app
S-00479,A-0140,DEV-039,IPC-B01,2026-07-21T13:02:00+00:00,2026-07-21T14:08:00+00:00,US-West,residential,chrome
S-00480,A-0141,DEV-036,IPC-B01,2026-07-21T12:01:00+00:00,2026-07-21T12:50:00+00:00,US-South,residential,firefox
S-00481,A-0141,DEV-B01,IPC-B01,2026-07-22T01:53:00+00:00,2026-07-22T04:16:00+00:00,US-South,public_wifi,mobile_app
S-00482,A-0141,DEV-036,IPC-B01,2026-07-20T18:54:00+00:00,2026-07-20T20:56:00+00:00,US-South,mobile,mobile_app
S-00483,A-0142,DEV-039,IPC-B01,2026-07-21T07:41:00+00:00,2026-07-21T08:15:00+00:00,US-Midwest,datacenter,safari
S-00484,A-0142,DEV-039,IPC-B01,2026-07-21T11:29:00+00:00,2026-07-21T13:47:00+00:00,US-Midwest,residential,chrome
S-00485,A-0142,DEV-B02,IPC-B01,2026-07-21T18:40:00+00:00,2026-07-21T20:56:00+00:00,US-Midwest,datacenter,chrome
S-00486,A-0142,DEV-B02,IPC-B01,2026-07-21T08:58:00+00:00,2026-07-21T10:16:00+00:00,US-Midwest,mobile,chrome
S-00487,A-0142,DEV-B02,IPC-B01,2026-07-21T04:17:00+00:00,2026-07-21T04:34:00+00:00,US-Midwest,public_wifi,safari
S-00488,A-0143,DEV-037,IPC-42,2026-07-20T08:49:00+00:00,2026-07-20T09:09:00+00:00,US-Midwest,residential,firefox
S-00489,A-0143,DEV-037,IPC-13,2026-07-19T19:03:00+00:00,2026-07-19T20:04:00+00:00,US-Midwest,residential,mobile_app
S-00490,A-0143,DEV-037,IPC-86,2026-07-21T02:50:00+00:00,2026-07-21T04:23:00+00:00,US-Midwest,residential,safari
S-00491,A-0143,DEV-037,IPC-41,2026-07-20T20:48:00+00:00,2026-07-20T22:25:00+00:00,US-Midwest,residential,firefox
S-00492,A-0144,DEV-035,IPC-49,2026-07-21T15:54:00+00:00,2026-07-21T18:15:00+00:00,US-West,residential,mobile_app
S-00493,A-0144,DEV-035,IPC-21,2026-07-21T21:26:00+00:00,2026-07-21T22:12:00+00:00,US-West,residential,firefox
S-00494,A-0145,DEV-037,IPC-54,2026-07-20T20:13:00+00:00,2026-07-20T21:54:00+00:00,US-South,residential,chrome
S-00495,A-0145,DEV-037,IPC-72,2026-07-20T11:30:00+00:00,2026-07-20T13:53:00+00:00,US-South,residential,firefox
S-00496,A-0145,DEV-037,IPC-13,2026-07-19T20:12:00+00:00,2026-07-19T22:12:00+00:00,US-South,residential,firefox
S-00497,A-0145,DEV-037,IPC-13,2026-07-22T07:41:00+00:00,2026-07-22T08:59:00+00:00,US-South,residential,firefox
S-00498,A-0146,DEV-036,IPC-22,2026-07-21T19:06:00+00:00,2026-07-21T19:35:00+00:00,US-Northeast,datacenter,chrome
S-00499,A-0146,DEV-036,IPC-15,2026-07-20T02:22:00+00:00,2026-07-20T05:19:00+00:00,US-Northeast,datacenter,firefox
S-00500,A-0147,DEV-039,IPC-28,2026-07-21T16:08:00+00:00,2026-07-21T17:39:00+00:00,APAC,residential,firefox
S-00501,A-0147,DEV-039,IPC-67,2026-07-19T09:22:00+00:00,2026-07-19T10:16:00+00:00,APAC,datacenter,mobile_app
S-00502,A-0147,DEV-039,IPC-14,2026-07-20T08:00:00+00:00,2026-07-20T10:32:00+00:00,APAC,public_wifi,safari
S-00503,A-0148,DEV-039,IPC-32,2026-07-19T16:58:00+00:00,2026-07-19T17:35:00+00:00,US-Midwest,public_wifi,firefox
S-00504,A-0148,DEV-039,IPC-54,2026-07-21T20:41:00+00:00,2026-07-21T21:16:00+00:00,US-Midwest,public_wifi,firefox
S-00505,A-0148,DEV-039,IPC-60,2026-07-19T09:57:00+00:00,2026-07-19T11:18:00+00:00,US-Midwest,residential,mobile_app
S-00506,A-0149,DEV-036,IPC-86,2026-07-21T00:16:00+00:00,2026-07-21T02:43:00+00:00,US-Midwest,mobile,mobile_app
S-00507,A-0149,DEV-036,IPC-16,2026-07-20T21:12:00+00:00,2026-07-20T21:43:00+00:00,US-Midwest,mobile,firefox
S-00508,A-0150,DEV-037,IPC-73,2026-07-22T05:15:00+00:00,2026-07-22T07:05:00+00:00,US-Midwest,datacenter,firefox
S-00509,A-0150,DEV-037,IPC-37,2026-07-21T08:05:00+00:00,2026-07-21T10:51:00+00:00,US-Midwest,residential,safari
S-00510,A-0151,DEV-037,IPC-16,2026-07-21T14:44:00+00:00,2026-07-21T15:24:00+00:00,US-West,datacenter,chrome
S-00511,A-0151,DEV-037,IPC-33,2026-07-21T00:10:00+00:00,2026-07-21T00:31:00+00:00,US-West,datacenter,mobile_app
S-00512,A-0152,DEV-039,IPC-35,2026-07-19T20:53:00+00:00,2026-07-19T21:16:00+00:00,US-Midwest,mobile,safari
S-00513,A-0152,DEV-039,IPC-76,2026-07-20T19:36:00+00:00,2026-07-20T20:10:00+00:00,US-Midwest,mobile,firefox
S-00514,A-0153,DEV-037,IPC-14,2026-07-21T04:54:00+00:00,2026-07-21T07:42:00+00:00,US-Northeast,residential,safari
S-00515,A-0153,DEV-037,IPC-35,2026-07-22T03:00:00+00:00,2026-07-22T05:26:00+00:00,US-Northeast,public_wifi,safari
S-00516,A-0153,DEV-037,IPC-88,2026-07-19T22:17:00+00:00,2026-07-20T01:16:00+00:00,US-Northeast,mobile,chrome
S-00517,A-0153,DEV-037,IPC-41,2026-07-22T06:53:00+00:00,2026-07-22T08:12:00+00:00,US-Northeast,residential,firefox
S-00518,A-0153,DEV-037,IPC-57,2026-07-19T22:56:00+00:00,2026-07-20T00:00:00+00:00,US-Northeast,datacenter,mobile_app
S-00519,A-0154,DEV-035,IPC-95,2026-07-21T18:02:00+00:00,2026-07-21T19:42:00+00:00,US-West,datacenter,firefox
S-00520,A-0154,DEV-035,IPC-42,2026-07-19T23:43:00+00:00,2026-07-20T01:45:00+00:00,US-West,residential,safari
S-00521,A-0155,DEV-035,IPC-33,2026-07-20T22:54:00+00:00,2026-07-21T01:01:00+00:00,US-Midwest,residential,mobile_app
S-00522,A-0155,DEV-035,IPC-61,2026-07-22T00:23:00+00:00,2026-07-22T02:55:00+00:00,US-Midwest,public_wifi,safari
S-00523,A-0155,DEV-035,IPC-98,2026-07-20T05:36:00+00:00,2026-07-20T07:14:00+00:00,US-Midwest,public_wifi,firefox
S-00524,A-0155,DEV-035,IPC-76,2026-07-20T11:29:00+00:00,2026-07-20T14:09:00+00:00,US-Midwest,datacenter,mobile_app
S-00525,A-0156,DEV-038,IPC-23,2026-07-21T18:01:00+00:00,2026-07-21T18:34:00+00:00,US-Midwest,datacenter,safari
S-00526,A-0156,DEV-038,IPC-11,2026-07-21T03:47:00+00:00,2026-07-21T06:16:00+00:00,US-Midwest,residential,firefox
S-00527,A-0156,DEV-038,IPC-24,2026-07-19T08:17:00+00:00,2026-07-19T09:32:00+00:00,US-Midwest,mobile,mobile_app
S-00528,A-0156,DEV-038,IPC-28,2026-07-19T10:40:00+00:00,2026-07-19T13:17:00+00:00,US-Midwest,mobile,mobile_app
S-00529,A-0157,DEV-035,IPC-60,2026-07-20T19:37:00+00:00,2026-07-20T21:17:00+00:00,US-South,datacenter,chrome
S-00530,A-0157,DEV-035,IPC-59,2026-07-19T15:33:00+00:00,2026-07-19T17:30:00+00:00,US-South,mobile,chrome
S-00531,A-0157,DEV-035,IPC-51,2026-07-20T19:10:00+00:00,2026-07-20T21:18:00+00:00,US-South,residential,firefox
S-00532,A-0158,DEV-035,IPC-52,2026-07-21T02:11:00+00:00,2026-07-21T04:25:00+00:00,US-Midwest,datacenter,chrome
S-00533,A-0158,DEV-035,IPC-54,2026-07-20T16:43:00+00:00,2026-07-20T18:21:00+00:00,US-Midwest,mobile,firefox
