content_id,account_id,case_id,normalized_text,content_hash,language,category,semantic_family,severity_score,safe_placeholder
CT-000974,A-0076,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.783,Yes
CT-000975,A-0084,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.481,Yes
CT-000976,A-0084,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.529,Yes
CT-000977,A-0078,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.798,Yes
CT-000978,A-0073,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.802,Yes
CT-000979,A-0084,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.553,Yes
CT-000980,A-0084,C-006,[neutral platform activity],H-0566443,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.782,Yes
CT-000981,A-0075,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.504,Yes
CT-000982,A-0079,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.672,Yes
CT-000983,A-0077,C-006,[amplification request placeholder],H-5897272,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.749,Yes
CT-000984,A-0086,C-006,[generic discussion],H-6699966,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.835,Yes
CT-000985,A-0081,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.539,Yes
CT-000986,A-0074,C-006,[generic discussion],H-6699966,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.488,Yes
CT-000987,A-0080,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.552,Yes
CT-000988,A-0085,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.497,Yes
CT-000989,A-0076,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.599,Yes
CT-000990,A-0078,C-006,[generic discussion],H-2114062,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.529,Yes
CT-000991,A-0085,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.798,Yes
CT-000992,A-0074,C-006,[generic discussion],H-7446514,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.829,Yes
CT-000993,A-0076,C-006,[generic discussion],H-7446514,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.511,Yes
CT-000994,A-0076,C-006,[amplification request placeholder],H-5897272,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.558,Yes
CT-000995,A-0075,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.67,Yes
CT-000996,A-0079,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.714,Yes
CT-000997,A-0074,C-006,[non-sensitive coordination],H-1320065,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.492,Yes
CT-000998,A-0085,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.612,Yes
CT-000999,A-0076,C-006,[non-sensitive coordination],H-1320065,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.664,Yes
CT-001000,A-0076,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.602,Yes
CT-001001,A-0078,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.78,Yes
CT-001002,A-0080,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.483,Yes
CT-001003,A-0075,C-006,[non-sensitive coordination],H-1320065,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.797,Yes
CT-001004,A-0074,C-006,[generic discussion],H-7446514,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.78,Yes
CT-001005,A-0084,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.83,Yes
CT-001006,A-0078,C-006,[neutral platform activity],H-0566443,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.501,Yes
CT-001007,A-0077,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.809,Yes
CT-001008,A-0076,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.547,Yes
CT-001009,A-0074,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.692,Yes
CT-001010,A-0082,C-006,[coordination instruction placeholder],H-3143969,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.525,Yes
CT-001011,A-0083,C-006,[non-sensitive coordination],H-3097336,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.529,Yes
CT-001012,A-0085,C-006,[non-sensitive coordination],H-3097336,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.541,Yes
CT-001013,A-0073,C-006,[coordination instruction placeholder],H-3143969,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.56,Yes
CT-001014,A-0075,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.656,Yes
CT-001015,A-0081,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.686,Yes
CT-001016,A-0074,C-006,[research handoff placeholder],H-4554870,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.736,Yes
CT-001017,A-0083,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.568,Yes
CT-001018,A-0075,C-006,[non-sensitive coordination],H-1320065,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.562,Yes
CT-001019,A-0084,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.707,Yes
CT-001020,A-0077,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.527,Yes
CT-001021,A-0079,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.825,Yes
CT-001022,A-0081,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.593,Yes
CT-001023,A-0083,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.61,Yes
CT-001024,A-0081,C-006,[coordination instruction placeholder],H-3143969,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.637,Yes
CT-001025,A-0080,C-006,[research handoff placeholder],H-4554870,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.486,Yes
CT-001026,A-0072,C-006,[non-sensitive coordination],H-1541713,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.725,Yes
CT-001027,A-0072,C-006,[non-sensitive coordination],H-1541713,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.677,Yes
CT-001028,A-0084,C-006,[amplification request placeholder],H-5897272,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.816,Yes
CT-001029,A-0074,C-006,[coordination instruction placeholder],H-3143969,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.706,Yes
CT-001030,A-0076,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.494,Yes
CT-001031,A-0086,C-006,[neutral platform activity],H-4712923,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.811,Yes
CT-001032,A-0081,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.816,Yes
CT-001033,A-0077,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.79,Yes
CT-001034,A-0086,C-006,[neutral platform activity],H-4712923,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.679,Yes
CT-001035,A-0072,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.611,Yes
CT-001036,A-0084,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.694,Yes
CT-001037,A-0075,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.784,Yes
CT-001038,A-0079,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.756,Yes
CT-001039,A-0076,C-006,[coordination instruction placeholder],H-3143969,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.487,Yes
CT-001040,A-0085,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.688,Yes
CT-001041,A-0077,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.751,Yes
CT-001042,A-0084,C-006,[generic discussion],H-7446514,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.688,Yes
CT-001043,A-0078,C-006,[amplification request placeholder],H-5897272,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.836,Yes
CT-001044,A-0081,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.676,Yes
CT-001045,A-0072,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.516,Yes
CT-001046,A-0083,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.625,Yes
CT-001047,A-0083,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.508,Yes
CT-001048,A-0074,C-006,[neutral platform activity],H-0566443,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.815,Yes
CT-001049,A-0085,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.734,Yes
CT-001050,A-0084,C-006,[generic discussion],H-2114062,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.515,Yes
CT-001051,A-0084,C-006,[generic discussion],H-7446514,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.49,Yes
CT-001052,A-0084,C-006,[amplification request placeholder],H-5897272,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.713,Yes
CT-001053,A-0072,C-006,[generic discussion],H-6699966,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.646,Yes
CT-001054,A-0084,C-006,[non-sensitive coordination],H-3097336,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.708,Yes
CT-001055,A-0072,C-006,[non-sensitive coordination],H-1320065,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.574,Yes
CT-001056,A-0086,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.802,Yes
CT-001057,A-0077,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.742,Yes
CT-001058,A-0073,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.574,Yes
CT-001059,A-0086,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.748,Yes
CT-001060,A-0078,C-006,[generic discussion],H-6699966,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.783,Yes
CT-001061,A-0074,C-006,[generic discussion],H-2114062,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.662,Yes
CT-001062,A-0076,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.724,Yes
CT-001063,A-0075,C-006,[generic discussion],H-7446514,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.613,Yes
CT-001064,A-0082,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.77,Yes
CT-001065,A-0076,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.528,Yes
CT-001066,A-0077,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.721,Yes
CT-001067,A-0073,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.767,Yes
CT-001068,A-0075,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.55,Yes
CT-001069,A-0072,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.497,Yes
CT-001070,A-0082,C-006,[non-sensitive coordination],H-1541713,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.53,Yes
CT-001071,A-0079,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.497,Yes
CT-001072,A-0074,C-006,[neutral platform activity],H-9704478,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.812,Yes
CT-001073,A-0078,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.666,Yes
CT-001074,A-0081,C-006,[non-sensitive coordination],H-3097336,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.835,Yes
CT-001075,A-0083,C-006,[generic discussion],H-6699966,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.644,Yes
CT-001076,A-0074,C-006,[non-sensitive coordination],H-3097336,es,Coordinated Abuse,HOAX_FAM_X5-P01,0.526,Yes
CT-001077,A-0072,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.804,Yes
CT-001078,A-0074,C-006,[coordination instruction placeholder],H-3143969,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.625,Yes
CT-001079,A-0075,C-006,[non-sensitive coordination],H-5580046,es,Coordinated Abuse,HOAX_FAM_X5-default,0.555,Yes
CT-001080,A-0075,C-006,[coordination instruction placeholder],H-3143969,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.563,Yes
CT-001081,A-0082,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.742,Yes
CT-001082,A-0078,C-006,[generic discussion],H-2661633,es,Coordinated Abuse,HOAX_FAM_X5-default,0.605,Yes
CT-001083,A-0079,C-006,[amplification request placeholder],H-5897272,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.593,Yes
CT-001084,A-0082,C-006,[non-sensitive coordination],H-3097336,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.719,Yes
CT-001085,A-0084,C-006,[neutral platform activity],H-4712923,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.817,Yes
CT-001086,A-0086,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.695,Yes
CT-001087,A-0080,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.529,Yes
CT-001088,A-0076,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.492,Yes
CT-001089,A-0083,C-006,[generic discussion],H-6699966,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.533,Yes
CT-001090,A-0081,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.515,Yes
CT-001091,A-0076,C-006,[neutral platform activity],H-0566443,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.625,Yes
CT-001092,A-0084,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.598,Yes
CT-001093,A-0074,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.733,Yes
CT-001094,A-0075,C-006,[neutral platform activity],H-0566443,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.741,Yes
CT-001095,A-0075,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.781,Yes
CT-001096,A-0072,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.675,Yes
CT-001097,A-0085,C-006,[non-sensitive coordination],H-1541713,es,Coordinated Abuse,HOAX_FAM_X5-P02,0.716,Yes
CT-001098,A-0077,C-006,[research handoff placeholder],H-4554870,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.563,Yes
CT-001099,A-0083,C-006,[generic discussion],H-6699966,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.599,Yes
CT-001100,A-0081,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.609,Yes
CT-001101,A-0086,C-006,[coordination instruction placeholder],H-3143969,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.669,Yes
CT-001102,A-0078,C-006,[neutral platform activity],H-4712923,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.55,Yes
CT-001103,A-0072,C-006,[non-sensitive coordination],H-1320065,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.482,Yes
CT-001104,A-0081,C-006,[research handoff placeholder],H-4554870,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.749,Yes
CT-001105,A-0086,C-006,[neutral platform activity],H-5395224,en,Coordinated Abuse,HOAX_FAM_X5-default,0.692,Yes
CT-001106,A-0078,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.715,Yes
CT-001107,A-0084,C-006,[amplification request placeholder],H-5897272,es,Coordinated Abuse,HOAX_FAM_X5-P08,0.803,Yes
CT-001108,A-0072,C-006,[generic discussion],H-7446514,en,Coordinated Abuse,HOAX_FAM_X5-P05,0.525,Yes
CT-001109,A-0076,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.614,Yes
CT-001110,A-0073,C-006,[amplification request placeholder],H-5897272,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.806,Yes
CT-001111,A-0073,C-006,[non-sensitive coordination],H-1541713,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.512,Yes
CT-001112,A-0083,C-006,[neutral platform activity],H-0566443,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.5,Yes
CT-001113,A-0073,C-006,[research handoff placeholder],H-4554870,en,Coordinated Abuse,HOAX_FAM_X5-P08,0.665,Yes
CT-001114,A-0072,C-006,[neutral platform activity],H-0566443,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.519,Yes
CT-001115,A-0077,C-006,[neutral platform activity],H-4712923,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.643,Yes
CT-001116,A-0080,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.531,Yes
CT-001117,A-0082,C-006,[generic discussion],H-2114062,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.778,Yes
CT-001118,A-0079,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.64,Yes
CT-001119,A-0072,C-006,[non-sensitive coordination],H-3097336,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.558,Yes
CT-001120,A-0084,C-006,[neutral platform activity],H-5395224,es,Coordinated Abuse,HOAX_FAM_X5-default,0.681,Yes
CT-001121,A-0082,C-006,[neutral platform activity],H-9704478,en,Coordinated Abuse,HOAX_FAM_X5-P01,0.82,Yes
CT-001122,A-0082,C-006,[non-sensitive coordination],H-5580046,en,Coordinated Abuse,HOAX_FAM_X5-default,0.594,Yes
CT-001123,A-0076,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.691,Yes
CT-001124,A-0083,C-006,[generic discussion],H-2661633,en,Coordinated Abuse,HOAX_FAM_X5-default,0.787,Yes
CT-001125,A-0080,C-006,[generic discussion],H-7446514,es,Coordinated Abuse,HOAX_FAM_X5-P05,0.657,Yes
CT-001126,A-0072,C-006,[generic discussion],H-6699966,en,Coordinated Abuse,HOAX_FAM_X5-P02,0.56,Yes
CT-001127,A-0096,C-007,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.305,Yes
CT-001128,A-0095,C-007,[more specific intent reference],H-1299902,es,Violent Threat,THREAT_FAM_X1-P07,0.789,Yes
CT-001129,A-0094,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.509,Yes
CT-001130,A-0091,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.65,Yes
CT-001131,A-0097,C-007,[continued focus on same fictional target],H-0808684,en,Violent Threat,THREAT_FAM_X1-P03,0.405,Yes
CT-001132,A-0093,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.652,Yes
CT-001133,A-0087,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.526,Yes
CT-001134,A-0091,C-007,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.331,Yes
CT-001135,A-0093,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.431,Yes
CT-001136,A-0093,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.638,Yes
CT-001137,A-0095,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.382,Yes
CT-001138,A-0090,C-007,[repeated target reference],H-7577498,en,Violent Threat,THREAT_FAM_X1-P03,0.409,Yes
CT-001139,A-0094,C-007,[lawful event logistics],H-0703371,es,Violent Threat,BENIGN-COORDINATION,0.302,Yes
CT-001140,A-0089,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.487,Yes
CT-001141,A-0095,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.613,Yes
CT-001142,A-0089,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.721,Yes
CT-001143,A-0096,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.672,Yes
CT-001144,A-0095,C-007,[coded phrase family C],H-1057060,es,Violent Threat,THREAT_FAM_X1,0.669,Yes
CT-001145,A-0096,C-007,[benign scheduling message],H-3629325,en,Violent Threat,BENIGN-COORDINATION,0.459,Yes
CT-001146,A-0090,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.564,Yes
CT-001147,A-0092,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.545,Yes
CT-001148,A-0094,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.517,Yes
CT-001149,A-0089,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.201,Yes
CT-001150,A-0088,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.518,Yes
CT-001151,A-0088,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.35,Yes
CT-001152,A-0088,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.187,Yes
CT-001153,A-0092,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.566,Yes
CT-001154,A-0089,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.599,Yes
CT-001155,A-0089,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.699,Yes
CT-001156,A-0093,C-007,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.317,Yes
CT-001157,A-0091,C-007,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.245,Yes
CT-001158,A-0096,C-007,[lawful event logistics],H-0703371,en,Violent Threat,BENIGN-COORDINATION,0.269,Yes
CT-001159,A-0094,C-007,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.463,Yes
CT-001160,A-0088,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.292,Yes
CT-001161,A-0095,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.55,Yes
CT-001162,A-0095,C-007,[template family A],H-9911857,es,Violent Threat,THREAT_FAM_X1,0.71,Yes
CT-001163,A-0088,C-007,[lawful event logistics],H-0703371,es,Violent Threat,BENIGN-COORDINATION,0.154,Yes
CT-001164,A-0087,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.507,Yes
CT-001165,A-0092,C-007,[more specific intent reference],H-1299902,en,Violent Threat,THREAT_FAM_X1-P07,0.641,Yes
CT-001166,A-0095,C-007,[template family A],H-9911857,es,Violent Threat,THREAT_FAM_X1,0.699,Yes
CT-001167,A-0091,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.696,Yes
CT-001168,A-0097,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.444,Yes
CT-001169,A-0087,C-007,[generic discussion],H-0343767,en,Violent Threat,THREAT_FAM_X1-default,0.67,Yes
CT-001170,A-0087,C-007,[mutual-aid coordination],H-5150997,en,Violent Threat,BENIGN-COORDINATION,0.145,Yes
CT-001171,A-0090,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.539,Yes
CT-001172,A-0089,C-007,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.251,Yes
CT-001173,A-0094,C-007,[template family B with minor variation],H-4170436,es,Violent Threat,THREAT_FAM_X1,0.645,Yes
CT-001174,A-0088,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.536,Yes
CT-001175,A-0087,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.58,Yes
CT-001176,A-0089,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.653,Yes
CT-001177,A-0091,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.701,Yes
CT-001178,A-0094,C-007,[mutual-aid coordination],H-5150997,es,Violent Threat,BENIGN-COORDINATION,0.377,Yes
CT-001179,A-0087,C-007,[non-sensitive coordination],H-6470216,en,Violent Threat,THREAT_FAM_X1-default,0.43,Yes
CT-001180,A-0095,C-007,[non-sensitive coordination],H-6470216,es,Violent Threat,THREAT_FAM_X1-default,0.485,Yes
CT-001181,A-0094,C-007,[benign scheduling message],H-3629325,es,Violent Threat,BENIGN-COORDINATION,0.147,Yes
CT-001182,A-0093,C-007,[template family B with minor variation],H-4170436,en,Violent Threat,THREAT_FAM_X1,0.614,Yes
CT-001183,A-0092,C-007,[coded phrase family C],H-1057060,en,Violent Threat,THREAT_FAM_X1,0.662,Yes
CT-001184,A-0095,C-007,[more specific intent reference],H-1299902,es,Violent Threat,THREAT_FAM_X1-P07,0.536,Yes
CT-001185,A-0087,C-007,[target-specific grievance reference],H-8238971,en,Violent Threat,THREAT_FAM_X1-P03,0.509,Yes
CT-001186,A-0094,C-007,[continued focus on same fictional target],H-0808684,es,Violent Threat,THREAT_FAM_X1-P03,0.382,Yes
CT-001187,A-0095,C-007,[neutral platform activity],H-7445486,es,Violent Threat,THREAT_FAM_X1-default,0.717,Yes
CT-001188,A-0090,C-007,[time-linked escalation reference],H-2519291,en,Violent Threat,THREAT_FAM_X1-P07,0.689,Yes
CT-001189,A-0092,C-007,[neutral platform activity],H-7445486,en,Violent Threat,THREAT_FAM_X1-default,0.537,Yes
CT-001190,A-0087,C-007,[repeated target reference],H-7577498,en,Violent Threat,THREAT_FAM_X1-P03,0.655,Yes
CT-001191,A-0095,C-007,[ambiguous grievance],H-8048511,es,Violent Threat,THREAT_FAM_X1-P07,0.502,Yes
CT-001192,A-0088,C-007,[generic discussion],H-0343767,es,Violent Threat,THREAT_FAM_X1-default,0.422,Yes
